,amateur,country,country_code,dg_id,player_name
70,0,United States,USA,29828,"Anderson, Cole"
71,0,United States,USA,12131,"Anderson, Mark"
72,0,Canada,CAN,26617,"Anderson, Matthew"
73,0,England,ENG,28677,"Anderson, Samuel"
74,1,China,CHN,30030027,"Andi, Xu,"
75,0,United States,USA,708,"Andrade, Billy"
76,0,United States,USA,22770,"Andrews, Bo"
77,0,Singapore,SIN,29123,"Ang, Ryan"
78,0,Spain,ESP,19634,"Angles, Pep"
79,0,United States,USA,19029,"Anguiano, Mark"
80,0,United States,USA,31382,"Angus, Nate"
81,0,New Zealand,NZL,24328,"Anstiss, James"
82,0,Australia,AUS,22815,"Antcliff, Maverick"
83,0,Netherlands,NED,27144,"Antonisse, Dario"
84,0,Thailand,THA,12321,"Aphibarnrat, Kiradech"
85,0,Australia,AUS,5294,"Appleby, Stuart"
86,0,United States,USA,16213,"Arendell, Connor"
87,0,Malaysia,MAS,18651,"Ariffin, Shahriffuddin"
88,0,Colombia,COL,15246,"Arizabaleta, Alvaro Tote"
89,0,Germany,GER,20356,"Arkenau, Hinrich"
90,0,United States,USA,26907,"Arman, Nick"
91,0,England,ENG,17813,"Armitage, Marcus"
92,0,United States,USA,8469,"Armour, Ryan"
93,0,United States,USA,24906,"Armstrong, Dawson"
94,0,Australia,AUS,19201,"Armstrong, Josh"
95,0,United States,USA,13815,"Arnaud, Michael"
96,0,Spain,ESP,23236,"Arnaus, Adri"
97,0,Australia,AUS,10861,"Arnold, Jamie"
98,0,Australia,AUS,11810,"Arnold, Scott"
99,0,Norway,NOR,20463,"Arnoy, Jarand Ekeland"
100,0,Argentina,ARG,25843,"Arozena, Juan"
101,0,United States,USA,16135,"Arp, Riley"
102,1,South Africa,RSA,31766,"Arthur, Astin"
103,0,Japan,JPN,12637,"Asaji, Yosuke"
104,0,Wales,WAL,28636,"Ashfield, James"
105,0,Austria,AUT,10539,"Astl, Leonhard"
106,0,Kenya,KEN,28128,"Asuza, Edwin Inana"
107,0,United States,USA,19360,"Atkins, Matt"
108,0,Saudi Arabia,KSA,15221,"Attieh, Khaled"
109,0,India,IND,5701,"Atwal, Arjun"
110,0,United States,USA,26211,"Augenstein, John"
111,0,Bermuda,BER,27326,"Augustus IV, Daniel"
112,0,Myanmar,MYA,15962,"Aung, Ye Htet"
113,0,United States,USA,27681,"Auterson, Mike"
114,0,Sweden,SWE,22531,"Axell, Johannes"
115,0,Denmark,DEN,19637,"Axelsen, John"
116,0,United States,USA,8024,"Axley, Eric"
117,0,United States,USA,18700,"Aylwin, Kevin"
118,0,Spain,ESP,30445,"Ayora, Angel"
119,0,United States,USA,23657,"Babcock, Chris"
120,0,Slovakia,SVK,31341,"Babic, Matej"
121,1,Czech Republic,CZE,28737,"Baca, Matej"
122,0,United States,USA,11281,"Baca, Ryan"
123,0,Germany,GER,23016,"Bachem, Nick"
124,0,Australia,AUS,6252,"Baddeley, Aaron"
125,0,United States,USA,28637,"Bae, Eric"
126,0,Korea - Republic of,KOR,10081,"Bae, Sangmoon"
127,0,Korea - Republic of,KOR,25628,"Bae, Yongjun"
128,0,Denmark,DEN,19642,"Baek, Peter Launer"
129,0,Korea - Republic of,KOR,12745,"Baek, Todd"
130,0,Malaysia,MAS,14868,"Baharin, Kemarol"
131,0,China,CHN,17346,"Bai, Bobby"
132,0,Pakistan,PAK,24239,"Baig, Ahmed"
133,0,United States,USA,27257,"Bailey, Braden"
134,0,United States,USA,24987,"Bailey, Brooklin"
135,0,England,ENG,28615,"Bairstow, Sam"
136,0,India,IND,16013,"Baisoya, Honey"
137,0,India,IND,23823,"Baisoya, Sachin"
138,0,India,IND,16817,"Bajaj, Divyanshu"
139,0,United States,USA,13971,"Baker, Chris"
140,1,Kenya,KEN,28137,"Balala, Adel"
141,0,United States,USA,24483,"Balcar, Michael"
142,0,United States,USA,11569,"Baldwin, Mark"
143,0,England,ENG,13344,"Baldwin, Matthew"
144,0,United States,USA,14872,"Balin, Daniel"
145,0,Australia,AUS,26338,"Balkin, Todd"
146,1,Spain,ESP,28473,"Ballester Barrio, Jose Luis"
147,0,Spain,ESP,17325,"Ballesteros, Javier"
148,0,United States,USA,18678,"Ballo, Jr., Mike"
149,0,United States,USA,28320,"Ballo, Pete"
150,0,Austria,AUT,17586,"Baltl, Timon"
151,0,United States,USA,25076,"Ban, Shintaro"
152,0,United States,USA,31149,"Banke, Christian"
153,0,United States,USA,21993,"Barbaree, Philip"
154,0,United States,USA,15608,"Barber, Blayne"
155,0,United States,USA,25865,"Barber, Garrett"
156,0,Australia,AUS,24300,"Barbieri, Nathan"
157,0,Peru,PER,16849,"Barco, Luis Fernando"
158,0,United States,USA,21422,"Bard, Derek"
159,0,Czech Republic,CZE,17519,"Bares, Jakub"
160,1,Tunisia,TUN,21563,"Barhoumi, Elyes"
161,0,France,FRA,16566,"Barjon, Paul"
162,0,South Africa,RSA,23951,"Barker, Kyle"
163,0,Australia,AUS,30448,"Barker, Lachlan"
164,0,United States,USA,6138,"Barlow, Craig"
165,1,South Africa,RSA,33140,"Barnard, Charl"
166,0,United States,USA,14799,"Barnes, Erik"
167,0,United States,USA,6846,"Barnes, Ricky"
168,0,United States,USA,16695,"Barron, Derek"
169,0,Australia,AUS,19068,"Barron, Haydn"
170,0,England,ENG,28620,"Barrow, Callan"
171,0,Australia,AUS,7700,"Basic, Neven"
172,0,United States,USA,25033,"Bass, Thomas"
173,0,South Africa,RSA,11953,"Basson, Christiaan"
174,0,South Africa,RSA,19419,"Basson, Dwayne"
175,0,New Zealand,NZL,16921,"Bateman, Harry"
176,0,Canada,CAN,15499,"Bateman, Wil"
177,1,Netherlands,NED,29545,"Batens, Thijmen"
178,0,United States,USA,19846,"Bauchou, Zach"
179,0,Sweden,SWE,20527,"Baumann, Christoffer"
180,0,Germany,GER,26799,"Baumgartner, Jonas"
181,0,Argentina,ARG,17025,"Bauni, Santiago"
182,0,Australia,AUS,21152,"Bautista, Austin"
183,0,England,ENG,26979,"Bawden, Bradley"
184,0,United States,USA,26117,"Bayley, Derek"
185,0,Australia,AUS,25852,"Bayliss, William"
186,0,United States,USA,23853,"Beach, Alex"
187,0,Australia,AUS,12826,"Beaufils, Ray"
188,0,Australia,AUS,9905,"Beck, Darren"
189,0,United States,USA,21427,"Beck, Jimmy"
190,0,Australia,AUS,17908,"Becker, Braden"
191,0,Germany,GER,12506,"Becker, Fabian"
192,0,Brazil,BRA,17275,"Becker, Rafael"
193,0,United States,USA,29765,"Beckler, Andrew"
194,0,United States,USA,3869,"Beckman, Cameron"
195,0,India,IND,25416,"Bedi, Aadil"
196,0,United States,USA,6301,"Beem, Rich"
197,0,France,FRA,25626,"Bekirian, Jean"
198,0,South Africa,RSA,12819,"Bekker, Oliver"
199,0,United States,USA,13118,"Beljan, Charlie"
200,0,Colombia,COL,24374,"Bell, Julio"
201,1,United States,USA,32331,"Bell, Parker"
202,0,United States,USA,19732,"Bell, Robert"
203,0,Spain,ESP,24563,"Beltran, Mario"
204,0,Czech Republic,CZE,23210,"Benak, David"
205,0,Mexico,MEX,20972,"Benitez, Isidro"
206,0,Mexico,MEX,24488,"Benitez, Juan Carlos"
207,0,United States,USA,14486,"Benjamin, Brad"
208,1,South Africa,RSA,30332,"Bennett, Daniel"
209,0,United States,USA,28136,"Bennett, Grant"
210,0,United States,USA,28158,"Bennett, Sam"
211,0,United States,USA,9434,"Bensel, Jr., Frank"
212,0,France,FRA,14970,"Berardo, Clement"
213,0,United States,USA,19863,"Berberian, Jr., Rich"
214,1,Sweden,SWE,29200,"Berg, Neo"
215,0,Italy,ITA,15266,"Bergamaschi, Filippo"
216,0,United States,USA,4970,"Berganio Jr, David"
217,1,Slovakia,SVK,31521,"Bergendi, René"
218,0,United States,USA,17606,"Berger, Daniel"
219,0,United States,USA,25077,"Bergeron, Jacob"
220,0,Sweden,SWE,23620,"Bergstrom, Albin"
221,0,United States,USA,16809,"Beringer, Eric"
222,0,Spain,ESP,18419,"Berna Manzanares, Daniel"
223,0,Canada,CAN,22275,"Bernard, Hugo"
224,0,United States,USA,31887,"Berry, Brandon"
225,0,England,ENG,31520,"Berry, Joshua"
226,0,Italy,ITA,13013,"Bertasio, Nino"
227,0,Norway,NOR,12488,"Bertheussen, Elias"
228,0,United States,USA,26101,"Bertsch, Justin"
229,0,United States,USA,5605,"Bertsch, Shane"
230,0,Belgium,BEL,26562,"Besard, Matthis"
231,0,Portugal,POR,19456,"Bessa, Tomas"
232,0,Netherlands,NED,9413,"Besseling, Wil"
233,0,Bermuda,BER,31779,"Betschart, Oliver"
234,0,United States,USA,7835,"Bettencourt, Matt"
235,0,United States,USA,32185,"Bevell, Josh"
236,0,United States,USA,26512,"Beverly, Aaron"
237,0,South Africa,RSA,18103,"Bezuidenhout, Christiaan"
238,0,South Africa,RSA,22909,"Bezuidenhout, Theunis"
239,0,United States,USA,26096,"Bhatia, Akshay"
240,0,India,IND,10766,"Bhullar, Gaganjeet"
241,0,United States,USA,26283,"Bibbs, Taylor"
242,0,Argentina,ARG,16776,"Bide, Francisco"
243,0,United States,USA,32516,"Bienz, Nick"
244,0,United States,USA,15329,"Bigley, Bryan"
245,1,Italy,ITA,32472,"Binaghi, Giovanni"
246,0,United States,USA,18435,"Binfield, Wade"
247,0,United States,USA,29496,"Bingaman, Brandon"
248,0,India,IND,30674,"Binu, Shaurya"
249,0,Brazil,BRA,25614,"Biondi, Fred"
250,0,India,IND,29208,"Bishnoi, Sunhit"
251,0,New Zealand,NZL,24329,"Bittle, Kit"
252,0,Denmark,DEN,11619,"Bjerregaard, Lucas"
253,0,Sweden,SWE,14775,"Bjork, Alexander"
254,0,Denmark,DEN,5725,"Bjorn, Thomas"
255,0,Iceland,ISL,22991,"Bjornsson, Andri"
256,0,South Africa,RSA,13681,"Blaauw, Jacques"
257,0,South Africa,RSA,26197,"Blaauw, Reinhardt"
258,0,United States,USA,22353,"Black, Otto"
259,0,Canada,CAN,22262,"Blair, Michael"
260,0,United States,USA,17639,"Blair, Zac"
261,0,United States,USA,612,"Blake, Jay Don"
262,0,United States,USA,13104,"Blakefield, Mark"
263,0,United States,USA,24956,"Blanchet, Chandler"
264,0,Australia,AUS,10829,"Bland, Adam"
265,0,England,ENG,6516,"Bland, Richard"
266,0,United States,USA,7185,"Blanks, Kris"
267,0,United States,USA,9643,"Blaum, Ryan"
268,1,Austria,AUT,24911,"Bleier, Christoph"
269,0,United States,USA,21876,"Blick, Cody"
270,0,United States,USA,24939,"Blickle, Alex"
271,0,United States,USA,26186,"Bling, Devon"
272,0,Sweden,SWE,8182,"Blixt, Jonas"
273,0,Australia,AUS,11838,"Blizard, Rohan"
274,0,United States,USA,12333,"Block, Michael"
275,0,Sweden,SWE,23784,"Blomme, Adam"
276,0,Sweden,SWE,20167,"Blomstrand, Christofer"
277,0,England,ENG,26594,"Bloor, George"
278,0,Australia,AUS,7704,"Blyth, Adam"
279,0,United States,USA,29199,"Board, Dillon"
280,0,United States,USA,32680,"Bogdanoff, Steve"
281,0,United States,USA,6462,"Bohn, Jason"
282,0,England,ENG,25195,"Bolton, Jake"
283,0,Spain,ESP,29948,"Boneta, Albert"
284,0,South Africa,RSA,25175,"Boon, Caylum"
285,0,Thailand,THA,16424,"Boonma, Danthai"
286,0,Wales,WAL,17809,"Boote, David"
287,0,Australia,AUS,25389,"Booth, Grant"
288,0,Netherlands,NED,20765,"Bootsma, Philip"
289,0,United States,USA,12978,"Borchert, Matthew"
290,0,Spain,ESP,13112,"Borda, David"
291,0,Thailand,THA,27261,"Boriboonsub, Denwit David"
292,0,United States,USA,16810,"Borja, Piri"
293,0,United States,USA,4650,"Boros, Guy"
294,0,United States,USA,16483,"Boros, Joe"
295,0,Netherlands,NED,20269,"Bosch, Maarten"
296,0,Netherlands,NED,12648,"Boshart, Dylan"
297,0,South Africa,RSA,23313,"Boshoff, Paul"
298,0,South Africa,RSA,29473,"Boshoff, William Louis"
299,0,United States,USA,24741,"Boteler, Wade"
300,0,South Africa,RSA,32473,"Botha, Barend"
301,0,South Africa,RSA,2054,"Bothma, Michiel"
302,0,France,FRA,18240,"Bouniol, Cyril"
303,0,France,FRA,7932,"Bourdy, Gregory"
304,0,Australia,AUS,15845,"Bourke, Rory"
305,0,Italy,ITA,24077,"Bovari, Pietro"
306,0,United States,USA,5920,"Bowden, Craig"
307,0,Australia,AUS,7053,"Bowditch, Steven"
308,0,United States,USA,23454,"Bowser, Evan"
309,0,England,ENG,12795,"Boyd, Gary"
310,0,United States,USA,17564,"Bozzelli, Dominic"
311,0,United States,USA,33067,"Brack, Dylan"
312,0,United States,USA,32520,"Bradbeer, Peter"
313,0,England,ENG,29971,"Bradbury, Dan"
314,0,United States,USA,13872,"Bradley, Keegan"
315,0,United States,USA,3582,"Bradley, Michael"
316,0,South Africa,RSA,22874,"Bradley, Sean"
317,0,United States,USA,11600,"Bradshaw, David"
318,0,Australia,AUS,24159,"Brady, Adam"
319,0,Germany,GER,22969,"Braeunig, Christian"
320,0,United States,USA,31270,"Braley, Matthew"
321,0,United States,USA,23455,"Brame Jr., Grady"
322,0,United States,USA,14698,"Bramlett, Joseph"
323,1,United States,USA,15625,"Brand, Christian"
324,0,Australia,AUS,15160,"Brandt-Richards, Dale"
325,0,Australia,AUS,5624,"Bransdon, David"
326,0,Canada,CAN,26622,"Brault, Etienne"
327,0,Australia,AUS,8390,"Brazel, Sam"
328,0,Ireland,IRL,23400,"Brazil, Robert"
329,0,South Africa,RSA,28409,"Breen, Adam"
330,0,United States,USA,6280,"Brehaut, Jeff"
331,0,United States,USA,10423,"Brehm, Ryan"
332,0,South Africa,RSA,10811,"Bremner, Merrick"
333,1,United States,USA,32677,"Brenchley, Max"
334,0,United States,USA,29197,"Brennan, Michael"
335,0,Australia,AUS,24367,"Brereton, Darcy"
336,1,Morocco,MAR,26080,"Bresnu, Adam"
337,0,United States,USA,29433,"Bridgeman, Jacob"
338,0,Austria,AUT,6391,"Brier, Markus"
339,0,United States,USA,28536,"Brightwell, Jonathan"
340,0,United States,USA,26164,"Brijalba, Rufus"
341,0,Denmark,DEN,23244,"Bring, Christoffer"
342,0,United States,USA,26812,"Brischke, Craig"
343,0,Czech Republic,CZE,23817,"Brixi, Gordan"
344,0,England,ENG,2860,"Broadhurst, Paul"
345,0,England,ENG,27983,"Broadhurst, Sam"
346,0,Sweden,SWE,15603,"Broberg, Kristoffer"
347,0,United States,USA,14003,"Brock, Josh"
348,1,United States,USA,32332,"Broin, Gunnar"
349,0,England,ENG,12897,"Brooks, Daniel"
350,0,England,ENG,23160,"Brooks, Joe"
351,0,United States,USA,24,"Brooks, Mark"
352,0,South Africa,RSA,30210,"Broomhead, Jonothan"
353,0,England,ENG,29947,"Brown, Barclay"
354,0,United States,USA,32152,"Brown, Blades"
355,1,United States,USA,26892,"Brown, Cullan"
356,0,England,ENG,20766,"Brown, Daniel"
357,0,United States,USA,30806,"Brown, Evan"
358,0,Denmark,DEN,22168,"Brown, Hamish"
359,0,New Zealand,NZL,22715,"Brown, Luke"
360,0,South Africa,RSA,24608,"Brown, Luke"
361,0,New Zealand,NZL,3486,"Brown, Mark"
362,0,Australia,AUS,16952,"Brown, Mitchell"
363,0,United States,USA,11330,"Brown, Scott"
364,0,England,ENG,15771,"Brown, Steven"
365,0,United States,USA,17642,"Brown, Zahkai"
366,0,United States,USA,16488,"Browne Jr, Olin"
367,0,United States,USA,2130,"Browne, Olin"
368,0,Scotland,SCO,26893,"Bruce, Callum"
369,0,South Africa,RSA,11976,"Bruiners, Heinrich"
370,0,France,FRA,16363,"Brun, Julien"
371,0,United States,USA,21502,"Brunner, Brad"
372,1,Switzerland,SUI,30460,"Brunner, Noah"
373,0,Australia,AUS,27485,"Bruyeres, William"
374,0,United States,USA,23054,"Bryan, George"
375,0,United States,USA,21236,"Bryan, Wesley"
376,0,United States,USA,32550,"Bryant, Davis"
377,1,United States,USA,23805,"Bryant, Justin"
378,0,Australia,AUS,27379,"Buchanan, Jack"
379,1,United States,USA,32333,"Buchanan, Jackson"
380,0,Scotland,SCO,19310,"Buchanan, Tom"
381,0,Italy,ITA,25184,"Buchi, Davide"
382,0,United States,USA,25363,"Buckley, Hayden"
383,0,Canada,CAN,18874,"Budd, Russell"
384,0,Spain,ESP,26886,"Buendia, Alfonso"
385,0,Australia,AUS,19204,"Bugdalski, Jackson"
386,0,United States,USA,29713,"Buhl, William"
387,0,Belgium,BEL,21209,"Buijs, Lars"
388,0,South Africa,RSA,15948,"Bujela, Sipho"
389,0,United States,USA,15715,"Bulle, Kent"
390,0,England,ENG,20431,"Bullen, Michael"
391,0,United States,USA,21312,"Bullington, Brian"
392,0,Australia,AUS,17161,"Burdett, Adam"
393,0,United States,USA,31365,"Burgess, Connor"
394,0,United States,USA,11082,"Burgoon, Bronson"
395,0,South Africa,RSA,26199,"Burke, Christiaan"
396,0,South Africa,RSA,14424,"Burmester, Dean"
397,0,England,ENG,24009,"Burnage, Jake"
398,1,South Africa,RSA,31351,"Burnand, Jordan"
399,0,United States,USA,31161,"Burnett, Ryan"
400,0,United States,USA,32467,"Burnette, Beck"
401,0,Australia,AUS,5231,"Burns, Brad"
402,0,United States,USA,19483,"Burns, Sam"
403,0,England,ENG,24183,"Burrow, Max"
404,0,United States,USA,26513,"Burry, Zachary"
405,0,Canada,CAN,14173,"Bussieres, Marc-Etienne"
406,0,Chile,CHI,19248,"Bustos, Carlos"
407,0,United States,USA,32462,"Butler, John Marshall"
408,0,United States,USA,15395,"Buttacavoli, Michael"
409,0,South Africa,RSA,19600,"Bux, Altaaf"
410,0,England,ENG,26642,"Byers, Harvey"
411,0,United States,USA,6931,"Byrd, Jonathan"
412,0,United States,USA,29304,"Byrd, Marcus"
413,0,United States,USA,15465,"Byrd, Zack"
414,0,Korea - Republic of,KOR,13916,"Byun, Jinjae"
415,0,United States,USA,23132,"Cabra, Zach"
416,0,Spain,ESP,7457,"Cabrera Bello, Rafa"
417,0,Argentina,ARG,5717,"Cabrera, Angel"
418,0,Colombia,COL,25920,"Cabrera, Joaquin"
419,0,Czech Republic,CZE,19851,"Cafourek, Jan"
420,0,United States,USA,31030,"Cahill, Matt"
421,0,United States,USA,28641,"Cairns, Ethan"
422,0,Zimbabwe,ZIM,10634,"Cairns, Ryan"
423,0,United States,USA,30,"Calcavecchia, Mark"
424,0,Chile,CHI,22607,"Calderon, Matias"
425,0,Northern Ireland,NIR,13682,"Caldwell, Jonathan"
426,0,United States,USA,27867,"Caldwell, Zach"
427,0,United States,USA,29766,"Calkins, Brady"
428,1,Puerto Rico,PUR,16042,"Calvesbert, Robi"
429,0,Portugal,POR,30333,"Camelo Ferreira, Hugo"
430,1,United States,USA,30032628,"Cameron, Huss,"
431,0,Scotland,SCO,14093,"Cameron, Ross"
432,1,Northern Ireland,NIR,18903,"Campbell Jnr, Colm"
433,0,Australia,AUS,18959,"Campbell, Andrew"
434,0,New Zealand,NZL,14373,"Campbell, Ben"
435,0,Australia,AUS,27486,"Campbell, Ben A"
436,0,United States,USA,18628,"Campbell, Brian"
437,0,United States,USA,6248,"Campbell, Chad"
438,0,United States,USA,23541,"Campbell, Matthew"
439,0,New Zealand,NZL,4984,"Campbell, Michael"
440,0,Australia,AUS,29184,"Campbell, Phoenix"
441,0,Scotland,SCO,21908,"Campbell, Ryan"
442,0,England,ENG,17814,"Campbell, Scott"
443,0,Spain,ESP,14016,"Campillo, Jorge"
444,0,Puerto Rico,PUR,12909,"Campos, Rafael"
445,0,Spain,ESP,11509,"Canizares, Alejandro"
446,0,United States,USA,26118,"Cannon, Blake"
447,0,England,ENG,15222,"Cannon, Christopher"
448,0,United States,USA,22919,"Cannon, Will"
449,0,Italy,ITA,4124,"Canonica, Emanuele"
450,0,England,ENG,14795,"Canter, Laurie"
451,0,Spain,ESP,19635,"Cantero Gutierrez, Ivan"
452,0,United States,USA,15466,"Cantlay, Patrick"
453,0,United States,USA,30730,"Cantwell, Tim"
454,0,China,CHN,19777,"Cao, Senshou"
455,0,China,CHN,15067,"Cao, Yi"
456,0,United States,USA,21412,"Capan III, Frankie"
457,0,Denmark,DEN,14776,"Cappelen, Sebastian"
458,0,Argentina,ARG,8570,"Carballo, Miguel Angel"
459,0,United States,USA,29163,"Card III, Jay"
460,0,Ireland,IRL,20668,"Carey, David"
461,0,United States,USA,9874,"Carll, Kevin"
462,0,Portugal,POR,12079,"Carlota, Joao"
463,0,United States,USA,25563,"Carlson, Brian"
464,0,United States,USA,26747,"Carlson, Mitchel"
465,0,United States,USA,32679,"Carlson, Nick"
466,0,Sweden,SWE,11658,"Carlsson, Johan"
467,0,United States,USA,28527,"Carlton, Hoke"
468,0,Mexico,MEX,26119,"Carmona, Mario"
469,0,United States,USA,1798,"Caron, Jason"
470,0,Netherlands,NED,14983,"Caron, Rowin"
471,0,United States,USA,15270,"Carpenter, Alex"
472,0,United States,USA,30732,"Carr, Ben"
473,0,Mexico,MEX,29579,"Carrera, Luis"
474,0,Mexico,MEX,20973,"Carrete, Eduardo"
475,1,Australia,AUS,30783,"Carruthers, Coby"
476,0,Australia,AUS,30447,"Carter, Jak"
477,0,South Africa,RSA,14399,"Carvell, Matthew"
478,1,Australia,AUS,33107,"Cascio, Samuel"
479,0,Ireland,IRL,19970,"Casey, Brian"
480,0,England,ENG,7108,"Casey, Paul"
481,0,Italy,ITA,16547,"Castagnara, Giulio"
482,0,United States,USA,28588,"Castillo, Christian"
483,0,United States,USA,30619,"Castillo, Michael"
484,0,United States,USA,27819,"Castillo, Ricky"
485,0,United States,USA,32071,"Castro, Cole"
486,0,United States,USA,12643,"Castro, Roberto"
487,0,United States,USA,18524,"Catlin, John"
488,0,United States,USA,14502,"Cauley, Bud"
489,1,United States,USA,31190,"Cavaliere, Christian"
490,0,Zimbabwe,ZIM,5904,"Cayeux, Marc"
491,0,Mexico,MEX,18185,"Cazaubon, Rodolfo"
492,0,Italy,ITA,18902,"Cea, Michele"
493,0,Germany,GER,4425,"Cejka, Alex"
494,0,United States,USA,29665,"Celano, Ryan"
495,0,Colombia,COL,19000,"Celia, Ricardo"
496,0,Italy,ITA,23549,"Celli, Filippo"
497,0,Spain,ESP,26745,"Chacarra, Eugenio"
498,0,India,IND,16032,"Chadha, Abhijit Singh"
499,0,Australia,AUS,5625,"Chalmers, Greg"
500,0,United States,USA,23542,"Champ, Cameron"
501,0,United States,USA,13740,"Chan, Lorens"
502,0,Chinese Taipei,TPE,9698,"Chan, Shih-Chang"
503,0,Fiji,FIJ,6171,"Chand, Dinesh"
504,0,United States,USA,31212,"Chandler, Will"
505,0,Fiji,FIJ,25427,"Chandra, Amitesh"
506,0,India,IND,19129,"Chandra, Yashas M S"
507,0,United States,USA,19594,"Chang, Derek"
508,0,Korea - Republic of,KOR,23565,"Chang, Heemin"
509,0,Chinese Taipei,TPE,25515,"Chang, Tse-Yu"
510,0,Korea - Republic of,KOR,18338,"Chang, Yikeun"
511,1,Thailand,THA,27275,"Chantananuwat, Ratchanon"
512,0,China,CHN,15404,"Chao, Haimeng"
513,0,England,ENG,25880,"Chapman, Edmund John"
514,0,United States,USA,13305,"Chappell, Kevin"
515,0,Kenya,KEN,10640,"Charania, Riz"
516,0,Australia,AUS,31768,"Charles, Max"
517,0,Thailand,THA,14128,"Charoenkul, Gunn"
518,0,United States,USA,30620,"Chatfield, Davis"
519,0,India,IND,7040,"Chawrasia, S.S.P."
520,0,India,IND,15816,"Cheema, Angad"
521,0,Kenya,KEN,26089,"Chege, Samuel"
522,0,China,CHN,19063,"Chen, Changping"
523,0,China,CHN,11758,"Chen, Dinggen"
524,0,China,CHN,24504,"Chen, Guxin"
525,1,China,CHN,24710,"Chen, Peicheng"
526,0,China,CHN,19022,"Chen, Xiaozhong"
527,0,China,CHN,21509,"Chen, Yilong"
528,0,China,CHN,15405,"Chen, Zihao Z."
